id,belongs_to_collection,budget,genres,original_language,popularity,production_companies,production_countries,release_date,runtime,spoken_languages,Keywords,cast,crew,revenue
39,40,,3800000.0,869.0,0,3.055936,1054.0,1.0,3749.8125,123.0,3.0,829.0,1327.0,493.0,14873
40,41,376.0,,510.0,0,2.941626,1941.0,1.0,18742.75,118.0,1.0,1832.0,2936.0,2754.0,163000
41,42,,3000000.0,687.0,0,9.718713000000001,1913.0,1.0,4556.1875,126.0,1.0,510.0,858.0,1554.0,16217773
42,43,,25000000.0,532.0,0,2.9719990000000003,67.0,1.0,16497.75,108.0,179.0,255.0,781.0,1976.0,24362772
43,44,,6000000.0,193.0,0,9.383088,1301.0,1.0,21796.75,92.0,1.0,301.0,122.0,762.0,1020921
44,45,,15000000.0,596.0,0,5.615303,1549.0,1.0,18296.75,88.0,1.0,1250.0,1860.0,1895.0,47175038
45,46,,3906840.0,702.0,5,2.382068,1447.0,138.0,20004.75,95.0,242.0,222.0,2380.0,2721.0,4300000
46,47,47.0,80000000.0,192.0,0,16.646029000000002,2113.0,1.0,18708.75,91.0,1.0,1818.0,1579.0,1384.0,660940780
47,48,,44000000.0,700.0,0,20.328822,751.0,1.0,22272.75,167.0,199.0,1187.0,638.0,106.0,155760117
48,49,,,232.0,0,8.984386,1595.0,1.0,22727.75,94.0,1.0,1888.0,2292.0,2819.0,653951
49,50,221.0,38000000.0,757.0,0,8.105708,50.0,1.0,14564.75,118.0,1.0,2529.0,664.0,957.0,120000000
50,51,,560000.0,810.0,6,1.572904,,203.0,19386.75,102.0,353.0,1626.0,2816.0,2543.0,1500000
51,52,,12000000.0,69.0,0,4.473326999999999,1904.0,1.0,3835.125,160.0,80.0,2386.0,797.0,846.0,25333333
52,53,,,91.0,0,1.012665,1693.0,1.0,9305.75,97.0,1.0,2460.0,321.0,1774.0,11000000
53,54,,,301.0,0,5.410839,1143.0,1.0,12066.75,98.0,1.0,2518.0,1823.0,386.0,17514553
54,55,,20000000.0,352.0,0,8.759801,213.0,1.0,22328.75,107.0,1.0,143.0,1390.0,709.0,46069568
55,56,,,551.0,0,9.122717999999999,1302.0,1.0,14061.75,95.0,1.0,2084.0,2360.0,2207.0,36448200
56,57,,,538.0,4,2.94798,2278.0,70.0,19939.75,97.0,2.0,470.0,1763.0,2833.0,1056938
57,58,231.0,125000000.0,499.0,0,17.038823999999998,1408.0,38.0,15510.75,125.0,1.0,1284.0,503.0,1113.0,238207122
58,59,,,801.0,0,1.8824459999999998,1749.0,1.0,19532.75,95.0,1.0,244.0,2557.0,2603.0,119563
59,60,,14000000.0,382.0,0,3.909079,253.0,1.0,17232.75,95.0,2.0,1003.0,1319.0,2164.0,25482931
60,61,16.0,150000000.0,60.0,0,23.065078,2042.0,141.0,18944.75,144.0,2.0,131.0,1248.0,1581.0,599045960
61,62,,4000000.0,193.0,0,1.8010709999999999,1889.0,1.0,516.0,105.0,80.0,413.0,1516.0,1252.0,14400000
62,63,,,635.0,0,6.3816120000000005,1114.0,1.0,15720.75,124.0,1.0,402.0,1008.0,1112.0,25232289
63,64,63.0,5000000.0,330.0,0,7.743144,144.0,1.0,12626.75,100.0,1.0,299.0,2336.0,2434.0,14000000
64,65,,12000000.0,194.0,0,11.160699000000001,1272.0,1.0,21447.75,115.0,33.0,1054.0,1147.0,1790.0,17654912
65,66,102.0,1500000.0,352.0,0,8.822275999999999,1792.0,1.0,12108.75,92.0,1.0,1150.0,1558.0,2512.0,11806119
66,67,,12000000.0,718.0,0,5.145185,1993.0,1.0,20101.75,108.0,1.0,2251.0,1111.0,1437.0,204940
67,68,,,193.0,7,6.303552,1173.0,190.0,21460.75,133.0,304.0,731.0,1563.0,2066.0,154120
68,69,,2000000.0,687.0,0,14.284787,375.0,1.0,2915.5625,129.0,1.0,916.0,1227.0,1593.0,13129846
69,70,59.0,85000000.0,502.0,0,2.238808,375.0,153.0,18780.75,104.0,89.0,1267.0,109.0,974.0,158468292
70,71,,29000000.0,281.0,0,12.092096000000002,695.0,95.0,18324.75,103.0,1.0,1326.0,847.0,718.0,21126225
71,72,,,193.0,8,7.667491,741.0,257.0,17932.75,126.0,400.0,1388.0,161.0,165.0,16756372
72,73,,11000000.0,593.0,0,8.290384,345.0,1.0,12877.75,85.0,1.0,517.0,67.0,1675.0,8266343
73,74,,,728.0,9,0.9195559999999999,,234.0,17985.75,90.0,327.0,1397.0,2727.0,2369.0,17393
74,75,,445000.0,687.0,0,2.482536,1523.0,1.0,7759.75,84.0,1.0,414.0,1825.0,2624.0,2300000
75,76,320.0,17000000.0,322.0,0,9.665251,2089.0,38.0,20682.75,106.0,1.0,1199.0,1812.0,1292.0,24922237
76,77,,500000.0,295.0,10,0.660663,,131.0,16560.75,157.0,123.0,,2762.0,1329.0,500000
77,78,196.0,6000000.0,532.0,0,10.451986,522.0,1.0,9336.75,98.0,1.0,1945.0,2226.0,725.0,39846344
78,79,,,689.0,0,2.6333990000000003,1914.0,1.0,9847.75,122.0,1.0,97.0,1600.0,1570.0,35610100
79,80,,1500000.0,330.0,0,6.636625,2142.0,38.0,22537.75,102.0,209.0,2025.0,1814.0,1892.0,779820
80,81,,15000000.0,502.0,0,4.9840800000000005,585.0,100.0,17513.75,118.0,1.0,653.0,1134.0,1114.0,9237470
81,82,,10284523.0,551.0,0,4.3490459999999995,1366.0,1.0,18555.75,104.0,124.0,1531.0,2386.0,196.0,11588205
82,83,,43000000.0,217.0,0,10.947957,382.0,95.0,18471.75,104.0,1.0,674.0,1419.0,771.0,91974818
83,84,41.0,28000000.0,675.0,0,7.482864999999999,2066.0,1.0,10931.75,116.0,69.0,452.0,1098.0,158.0,40400657
84,85,,2000000.0,347.0,0,10.239941,1977.0,60.0,20473.75,85.0,1.0,2319.0,2846.0,429.0,13101672
85,86,,50000000.0,374.0,0,7.260574,124.0,1.0,14768.75,109.0,2.0,1056.0,182.0,104.0,152022101
86,87,,8000000.0,193.0,0,9.741644,154.0,1.0,9116.75,105.0,1.0,1436.0,934.0,1462.0,106260000
87,88,,7500000.0,714.0,11,12.314278,282.0,183.0,14638.75,91.0,299.0,286.0,1744.0,2248.0,32392047
88,89,,20000000.0,241.0,0,13.655178,2029.0,238.0,22734.75,126.0,1.0,1702.0,2546.0,2775.0,13162475
89,90,,,264.0,0,4.359884,675.0,60.0,13914.75,109.0,1.0,820.0,375.0,1831.0,140081992
90,91,33.0,30000000.0,498.0,0,25.261865,314.0,1.0,17813.75,111.0,90.0,204.0,106.0,108.0,180949000
91,92,,,193.0,5,3.83196,1800.0,138.0,16875.75,106.0,245.0,1130.0,2381.0,2532.0,215339
92,93,,35000000.0,855.0,0,1.690768,650.0,59.0,14871.75,135.0,191.0,1330.0,398.0,553.0,15000000
93,94,,,241.0,0,14.322814000000001,1625.0,37.0,19492.75,96.0,1.0,529.0,1679.0,2323.0,2724474
94,95,,15000000.0,643.0,0,18.184055999999998,996.0,60.0,16936.75,147.0,199.0,196.0,844.0,1156.0,20117339
95,96,,,193.0,12,0.181963,2330.0,171.0,21161.75,72.0,230.0,,1956.0,2110.0,14353
96,97,,2500000.0,462.0,4,2.942355,952.0,59.0,20770.75,98.0,178.0,,1874.0,281.0,3358
97,98,,,110.0,12,1.0421120000000001,2256.0,171.0,20629.75,158.0,222.0,,2528.0,2225.0,73000
98,99,,10500000.0,170.0,8,11.003515,1894.0,173.0,21061.75,90.0,199.0,1094.0,2126.0,1903.0,23000000
99,100,,6000000.0,501.0,0,5.529808,512.0,1.0,12157.75,120.0,33.0,1169.0,628.0,1020.0,46616067
100,101,,7000000.0,494.0,0,7.958502,1534.0,1.0,12808.75,91.0,1.0,1927.0,1623.0,588.0,9229401
101,102,,60000000.0,289.0,0,11.93646,343.0,1.0,17145.75,135.0,1.0,2.0,350.0,1419.0,313542341
102,103,,,469.0,2,1.066558,1812.0,212.0,19221.75,102.0,296.0,,2701.0,2632.0,14961069
103,104,,,193.0,0,2.401289,1627.0,1.0,21089.75,121.0,1.0,2397.0,1777.0,1318.0,5310554
104,105,251.0,,532.0,13,1.590383,2287.0,290.0,21599.75,117.0,346.0,,2748.0,2769.0,149521495
105,106,,10900000.0,193.0,0,13.454169,1571.0,37.0,21434.75,105.0,1.0,2373.0,2926.0,1210.0,16505460
106,107,,31000000.0,193.0,0,6.523155,754.0,1.0,20108.75,105.0,1.0,,11.0,1341.0,15134293
107,108,,72000000.0,427.0,0,20.755149,1822.0,1.0,14752.75,177.0,25.0,5.0,672.0,966.0,210000000
108,109,,14000000.0,237.0,0,3.873796,319.0,38.0,16174.75,97.0,1.0,,85.0,2346.0,18535191
109,110,,15000000.0,199.0,0,3.210693,757.0,1.0,4300.6875,189.0,1.0,1677.0,1058.0,1183.0,34562222
110,111,,75000000.0,468.0,0,13.136791,1294.0,1.0,17085.75,123.0,1.0,501.0,37.0,1124.0,67631903
111,112,,35000000.0,597.0,0,5.093704,1109.0,1.0,18114.75,111.0,1.0,2193.0,175.0,1403.0,22034832
112,113,,100000000.0,638.0,0,11.696923,353.0,1.0,22237.75,122.0,1.0,215.0,2459.0,1421.0,93820758
113,114,,20000000.0,551.0,0,4.619593,444.0,1.0,12136.75,106.0,1.0,1782.0,968.0,1345.0,51684798
114,115,3.0,93000000.0,11.0,0,32.070725,248.0,227.0,17152.75,178.0,1.0,968.0,74.0,75.0,871368364
115,116,,25000000.0,448.0,0,5.00725,375.0,1.0,17316.75,86.0,1.0,1279.0,2339.0,2527.0,41604473
116,117,,,193.0,7,1.6780130000000002,1644.0,186.0,21123.75,145.0,96.0,732.0,848.0,753.0,311
117,118,,,382.0,0,11.356011,1943.0,1.0,19052.75,100.0,1.0,1663.0,1474.0,1511.0,253625427
118,119,,,289.0,0,4.304224,2360.0,1.0,14047.75,107.0,1.0,1620.0,1074.0,1821.0,1796389
119,120,,12716953.0,713.0,11,6.183021,1616.0,167.0,15370.75,113.0,263.0,1114.0,1747.0,2421.0,18814720
120,121,160.0,90000000.0,466.0,0,8.345985,253.0,1.0,17015.75,90.0,300.0,2619.0,57.0,375.0,347325802
121,122,201.0,150000000.0,22.0,0,12.453452,5.0,1.0,16238.75,88.0,1.0,1055.0,835.0,1126.0,448000000
122,123,,1500000.0,467.0,0,1.9612080000000003,1143.0,1.0,12822.75,94.0,1.0,1095.0,128.0,2638.0,5585154
123,124,,25000000.0,507.0,0,8.369176,1511.0,1.0,16514.75,115.0,101.0,1144.0,480.0,1693.0,91036760
124,125,,7500000.0,551.0,0,16.376657,550.0,1.0,19920.75,95.0,26.0,324.0,1863.0,1348.0,60722734
125,126,,40000000.0,303.0,7,14.622492999999999,1406.0,169.0,19541.75,125.0,253.0,2399.0,458.0,785.0,7400000
126,127,,,382.0,0,5.695908,2066.0,1.0,8552.75,105.0,1.0,2603.0,1.0,1759.0,15500000
127,128,,10000000.0,313.0,0,7.886926,692.0,1.0,16791.75,111.0,1.0,1047.0,83.0,1521.0,12008642
128,129,,18000000.0,330.0,0,9.929808999999999,1106.0,113.0,18548.75,100.0,131.0,818.0,1427.0,859.0,46201432
129,130,,2400000.0,193.0,0,5.2306610000000004,206.0,1.0,15263.75,120.0,1.0,802.0,1568.0,1325.0,5731103
130,131,,4000000.0,532.0,0,10.130541000000001,811.0,37.0,21388.75,90.0,1.0,1007.0,950.0,1274.0,9800000
131,132,,6000000.0,253.0,0,8.278079,,1.0,20453.75,93.0,33.0,,90.0,2691.0,5206
132,133,,,739.0,0,1.079975,2034.0,6.0,16680.75,97.0,1.0,1785.0,888.0,2235.0,2452566
133,134,,65000000.0,538.0,0,11.73956,1318.0,1.0,20395.75,95.0,33.0,2045.0,804.0,1498.0,211780824
134,135,,10000000.0,596.0,0,11.840494999999999,1558.0,37.0,19240.75,100.0,1.0,759.0,1398.0,1275.0,33000000
135,136,,2000000.0,71.0,0,1.372493,1606.0,157.0,18806.75,90.0,1.0,343.0,2750.0,2506.0,300000
136,137,327.0,,296.0,0,2.490032,,1.0,20963.75,92.0,1.0,1414.0,785.0,2618.0,120680
137,138,,9000000.0,532.0,0,8.888278,2283.0,1.0,14362.75,79.0,1.0,2346.0,1462.0,1430.0,4350774
138,139,,,630.0,0,10.245682,1777.0,1.0,20123.75,93.0,1.0,1410.0,2723.0,1799.0,3065860
139,140,19.0,110000000.0,65.0,0,0.9130959999999999,853.0,1.0,17644.75,133.0,51.0,1735.0,665.0,1701.0,407711549
140,141,,14320000.0,288.0,0,0.5853970000000001,913.0,1.0,4947.875,176.0,1.0,2149.0,1059.0,790.0,14000000
141,142,,,289.0,0,7.008512,1439.0,58.0,17773.75,101.0,1.0,681.0,459.0,1037.0,31466789
142,143,,3500000.0,232.0,0,5.353826000000001,1528.0,1.0,22300.75,108.0,1.0,1034.0,2927.0,2924.0,615816
143,144,,18000000.0,193.0,0,6.675032000000001,1721.0,95.0,19666.75,98.0,1.0,912.0,325.0,1863.0,382174
144,145,,4000000.0,340.0,0,6.216637,1904.0,1.0,4681.9375,108.0,1.0,1394.0,568.0,1652.0,11000000
145,146,,,286.0,0,3.8058110000000003,1415.0,1.0,22622.75,88.0,2.0,71.0,177.0,2978.0,9188
146,147,57.0,,578.0,0,10.278957,1904.0,1.0,12128.75,90.0,1.0,1138.0,2279.0,1823.0,19510371
147,148,,39200000.0,516.0,2,14.131905999999999,1982.0,213.0,21396.75,126.0,19.0,751.0,1628.0,2026.0,86758912
148,149,280.0,,600.0,0,9.322716999999999,479.0,1.0,13606.75,87.0,1.0,2382.0,1931.0,1480.0,147214049
149,150,,25000000.0,631.0,0,5.405958,1831.0,259.0,20905.75,113.0,1.0,2455.0,953.0,2354.0,432274
150,151,,,41.0,0,1.178642,2342.0,1.0,9476.75,108.0,,1473.0,1461.0,2544.0,18
151,152,,,732.0,0,1.279443,1685.0,1.0,22303.75,100.0,1.0,2594.0,2966.0,1519.0,16905
152,153,,,201.0,0,3.520171,,37.0,12052.75,92.0,1.0,1995.0,2887.0,536.0,241
153,154,,4000000.0,630.0,0,10.200398,438.0,1.0,21936.75,91.0,1.0,336.0,1639.0,1959.0,52425855
154,155,,,507.0,0,2.6204560000000003,1801.0,1.0,10229.75,90.0,1.0,877.0,1053.0,2247.0,5091888
155,156,124.0,20000000.0,6.0,0,8.759774,28.0,165.0,17210.75,72.0,1.0,2503.0,2657.0,2472.0,109862682
156,157,200.0,3500000.0,352.0,12,0.768181,,171.0,18325.75,126.0,230.0,,2584.0,2765.0,8262833
157,158,,,404.0,0,0.56257,1530.0,1.0,14250.75,94.0,1.0,1048.0,2773.0,1808.0,447784
158,159,,63600000.0,430.0,0,6.047757,1411.0,1.0,16714.75,102.0,1.0,2192.0,1612.0,2341.0,19412993
159,160,,32000000.0,481.0,0,7.54701,1143.0,153.0,14648.75,107.0,1.0,37.0,930.0,42.0,18552460
160,161,,3500000.0,538.0,0,4.456904,1609.0,1.0,18664.75,98.0,1.0,2485.0,1422.0,2850.0,113783
161,162,,,596.0,0,1.319188,495.0,1.0,12164.75,88.0,1.0,16.0,379.0,2122.0,12277096
162,163,,125000.0,232.0,0,10.850569,1422.0,1.0,20706.75,90.0,1.0,1424.0,2144.0,1309.0,3200000
163,164,,9000000.0,538.0,0,5.997054,2089.0,1.0,15964.75,93.0,184.0,2074.0,1705.0,1367.0,17096053
164,165,,40000000.0,645.0,0,9.825841,636.0,1.0,19086.75,99.0,199.0,1470.0,212.0,869.0,62771059
165,166,,,135.0,0,0.836108,,1.0,12418.75,90.0,1.0,,2078.0,2201.0,25000
166,167,283.0,,741.0,0,8.802715,2230.0,1.0,10017.75,87.0,1.0,1654.0,2652.0,2499.0,1723872
167,168,,19000000.0,688.0,0,10.966014999999999,689.0,1.0,18513.75,122.0,1.0,1773.0,181.0,2487.0,144216468
168,169,20.0,5000000.0,779.0,0,6.501176999999999,595.0,37.0,7444.75,113.0,1.0,1023.0,1455.0,838.0,41833347
169,170,54.0,2000000.0,62.0,0,11.189831,1619.0,157.0,9853.75,95.0,1.0,1674.0,681.0,1270.0,24600832
170,171,57.0,,578.0,0,9.021668,1907.0,1.0,11043.75,87.0,1.0,1136.0,1897.0,1743.0,55600000
171,172,,,701.0,0,5.524866,1824.0,1.0,11970.75,102.0,1.0,2027.0,1985.0,661.0,2585639
172,173,402.0,3500000.0,431.0,0,8.55931,1904.0,1.0,4070.1875,121.0,1.0,2625.0,856.0,1553.0,12000000
173,174,126.0,11000000.0,1.0,0,8.929393,1057.0,1.0,13361.75,98.0,1.0,1812.0,54.0,1531.0,2807854
174,175,413.0,12468389.0,532.0,0,6.116093,1341.0,160.0,20739.75,97.0,1.0,1848.0,2793.0,1840.0,29007412
175,176,59.0,38000000.0,507.0,0,1.406181,400.0,95.0,16973.75,106.0,1.0,834.0,1209.0,770.0,207283925
176,177,,90000000.0,345.0,0,5.496624,594.0,276.0,16448.75,91.0,1.0,918.0,1506.0,781.0,14828081
177,178,,,289.0,0,0.060645000000000004,2219.0,1.0,15405.75,74.0,,262.0,2008.0,2161.0,532654
178,179,43.0,15000000.0,398.0,0,14.778884,512.0,1.0,10155.75,93.0,1.0,507.0,1615.0,1877.0,125212904
179,180,16.0,32000000.0,60.0,0,11.137888,2040.0,38.0,12605.75,133.0,33.0,655.0,1359.0,1582.0,156167015
180,181,,30000000.0,669.0,0,5.844016000000001,277.0,9.0,19609.75,130.0,1.0,712.0,317.0,1238.0,31148328
181,182,,,193.0,0,5.725912,774.0,199.0,17462.75,119.0,1.0,2363.0,2065.0,1098.0,20957001
182,183,,,596.0,0,10.313689,867.0,1.0,13291.75,104.0,342.0,1346.0,1179.0,640.0,21830957
183,184,,6000000.0,35.0,14,9.534232000000001,1291.0,154.0,20339.75,141.0,246.0,197.0,1708.0,1915.0,17555141
184,185,,82500000.0,540.0,0,9.796552,967.0,1.0,18799.75,107.0,110.0,1190.0,1770.0,1776.0,237681299
185,186,,14000000.0,267.0,0,1.36737,2210.0,1.0,15390.75,93.0,1.0,2398.0,1894.0,2215.0,161001698
186,187,190.0,5000000.0,532.0,0,3.172765,1614.0,113.0,18905.75,95.0,1.0,1313.0,2325.0,2412.0,3833507
187,188,,259000.0,278.0,0,0.722511,2066.0,1.0,-9534.375,65.0,1.0,1866.0,1537.0,723.0,921000
188,189,,180000000.0,187.0,0,16.088366,8.0,1.0,19530.75,98.0,1.0,2429.0,279.0,9.0,521311860
189,190,,,232.0,0,12.017861,1477.0,1.0,21621.75,111.0,1.0,,2341.0,1969.0,16337881
190,191,52.0,4000000.0,335.0,0,5.263187,336.0,1.0,15041.75,86.0,1.0,461.0,1170.0,2331.0,16675000
191,192,,40000000.0,821.0,0,7.271503,1353.0,1.0,20955.75,110.0,1.0,1232.0,1152.0,1195.0,79700000
192,193,,,532.0,0,6.395748,553.0,37.0,22461.75,91.0,1.0,1329.0,1448.0,2925.0,37915971
193,194,372.0,,502.0,0,13.762328,1428.0,1.0,10475.75,90.0,179.0,200.0,2645.0,589.0,13168027
194,195,,4500000.0,538.0,0,3.3113919999999997,2339.0,1.0,20005.75,97.0,1.0,2469.0,1473.0,1427.0,744816
195,196,,,193.0,15,1.1656790000000001,2383.0,293.0,19631.75,96.0,357.0,2571.0,2589.0,2690.0,115605
196,197,,7000000.0,307.0,0,0.8614729999999999,1445.0,38.0,12388.75,87.0,199.0,2211.0,2684.0,2722.0,136203
197,198,,60000000.0,489.0,0,12.915358,856.0,1.0,18735.75,108.0,1.0,1282.0,826.0,1045.0,77920346
198,199,,24000000.0,450.0,0,3.6929800000000004,1248.0,1.0,16532.75,107.0,1.0,2274.0,1564.0,2133.0,12372410
199,200,,12600000.0,267.0,0,11.695036,551.0,1.0,21803.75,106.0,1.0,1021.0,687.0,928.0,19054534
200,201,,85000000.0,603.0,0,10.254314,123.0,95.0,18975.75,97.0,1.0,1689.0,414.0,370.0,144000000
201,202,,10000000.0,797.0,0,11.509677,1080.0,38.0,12303.75,100.0,1.0,321.0,1646.0,1246.0,3916303
202,203,,55000000.0,175.0,0,7.7132309999999995,1655.0,1.0,21486.75,91.0,1.0,20.0,348.0,1505.0,110000000
203,204,,75000000.0,175.0,0,14.302910999999998,340.0,1.0,19197.75,87.0,1.0,764.0,137.0,143.0,527068851
204,205,,3200000.0,329.0,0,6.1746989999999995,1723.0,1.0,11275.75,94.0,1.0,,154.0,2600.0,10000000
205,206,,2000000.0,693.0,0,5.396271,2227.0,1.0,22173.75,97.0,1.0,1642.0,2170.0,2971.0,2801508
206,207,,,693.0,0,3.14325,1521.0,1.0,13641.75,105.0,1.0,2235.0,582.0,2028.0,1543112
207,208,347.0,15000000.0,406.0,0,7.024227000000001,899.0,153.0,14789.75,92.0,1.0,2528.0,2269.0,382.0,66000000
208,209,,,129.0,0,8.096719,2255.0,117.0,14355.75,96.0,2.0,400.0,318.0,1637.0,4352094
209,210,,100000000.0,625.0,0,8.140709,1286.0,34.0,17960.75,136.0,1.0,1033.0,80.0,634.0,108103450
210,211,,22000000.0,322.0,0,7.145784,1311.0,67.0,15698.75,105.0,2.0,88.0,1633.0,2386.0,26570463
211,212,29.0,7000000.0,331.0,0,19.726114000000003,442.0,1.0,7472.75,124.0,1.0,1614.0,1097.0,311.0,470654000
212,213,,,476.0,0,2.011108,1302.0,1.0,14117.75,95.0,1.0,1758.0,291.0,1887.0,3418141
213,214,,6700000.0,352.0,1,1.312833,1694.0,131.0,20970.75,143.0,265.0,1696.0,2032.0,2627.0,31000000
214,215,,20000000.0,669.0,0,13.132126999999999,1508.0,1.0,21062.75,105.0,1.0,941.0,176.0,2590.0,1969193
215,216,,35000000.0,578.0,0,7.321172,1813.0,1.0,21221.75,111.0,1.0,,1846.0,249.0,173965010
216,217,266.0,35000000.0,109.0,14,6.493765,1899.0,152.0,21768.75,90.0,256.0,2560.0,2930.0,2243.0,83061158
217,218,,10000000.0,448.0,0,11.341505,1892.0,1.0,9671.75,106.0,76.0,325.0,515.0,1610.0,85300000
218,219,217.0,,532.0,16,2.972928,1492.0,221.0,9364.75,107.0,322.0,2177.0,2509.0,2577.0,5010362
219,220,,2600000.0,732.0,0,2.203949,,60.0,18086.75,105.0,1.0,363.0,929.0,1250.0,3166000
220,221,,12000000.0,250.0,7,7.2161029999999995,1877.0,195.0,19834.75,132.0,55.0,1508.0,1801.0,1995.0,10652498
221,222,,,596.0,0,8.358541,919.0,1.0,13830.75,97.0,1.0,1668.0,1722.0,2383.0,754935
222,223,,5000000.0,551.0,0,1.608163,,1.0,20242.75,98.0,1.0,2340.0,586.0,989.0,31649
223,224,144.0,49000000.0,680.0,0,16.628427,1158.0,60.0,13592.75,127.0,1.0,311.0,829.0,733.0,352927224
224,225,,,532.0,0,0.410738,1979.0,1.0,22400.75,53.0,1.0,2412.0,2915.0,2911.0,500
225,226,,,366.0,0,11.478361,1203.0,163.0,17611.75,110.0,1.0,2257.0,535.0,92.0,6585516
226,227,,50000000.0,146.0,0,7.668829,1085.0,1.0,20507.75,105.0,1.0,2172.0,728.0,1200.0,28931401
